product_id,mpn,brand,manufacturer,product_type,size,quantity,material
PROD-0853,DT206B,Diablo,Freud Inc,Drive Bits,6 in,nan,
PROD-0854,DT252B,Diablo,Freud Inc,Drive Bits,2 in,nan,
PROD-0855,DT2535B,Diablo,Freud Inc,Drive Bits,3-1/4 in,nan,
PROD-0856,DT256B,Diablo,Freud Inc,Drive Bits,6 in,nan,
PROD-0857,DT302B,Diablo,Freud Inc,Drive Bits,2 in,nan,
PROD-0858,DT402B,Diablo,Freud Inc,Drive Bits,2 in,nan,
PROD-0859,DDWSSB,Diablo,Freud Inc,nan,nan,nan,
PROD-0860,191V02-0,Makita,Makita Usa Inc,nan,nan,5.0,
PROD-0861,XTS02Z,Makita,Makita Usa Inc,nan,1/4 in,nan,
PROD-0862,DCF809D1,DEWALT,Black & Decker/dewlt,Impact Drivers & Nailers,1/4 in,nan,
PROD-0863,2761-20,Milwaukee,Milwaukee Accessory,Impact Drivers & Nailers,18 1/4 in,nan,
PROD-0864,2761-22,Milwaukee,Milwaukee Accessory,nan,nan,nan,
PROD-0865,3450-20,Milwaukee,Milwaukee Accessory,Impact Drivers & Nailers,nan,nan,
PROD-0866,KPTDV025A,Kreg,Kreg Tool Company,Impact Drivers & Nailers,nan,nan,
PROD-0867,3048-20,Milwaukee,Milwaukee Accessory,nan,12 1/4 in,nan,
PROD-0868,3049-20,Milwaukee,Milwaukee Accessory,nan,12 3/8 in,nan,
PROD-0869,2563-20,Milwaukee,Milwaukee Accessory,nan,1/2 in,nan,
PROD-0870,DCF961B,DEWALT,Black & Decker/dewlt,nan,1/2 in,nan,
PROD-0871,DCF964B,DEWALT,Black & Decker/dewlt,nan,3/4 in,nan,
PROD-0872,2563P-20,Milwaukee,Milwaukee Accessory,nan,12 1/2 in,nan,
PROD-0873,DCF921P2,DEWALT,Black & Decker/dewlt,nan,nan,nan,
PROD-0874,XLT03Z,Makita,Makita Usa Inc,nan,3/8 in,nan,
PROD-0875,XLT04Z,Makita,Makita Usa Inc,nan,1/4 in,nan,
PROD-0876,XLT05Z,Makita,Makita Usa Inc,nan,1/2 in,nan,
PROD-0877,DCF510B,DEWALT,Black & Decker/dewlt,nan,nan,nan,
PROD-0878,3052-20,Milwaukee,Milwaukee Accessory,nan,1/4 in,nan,
PROD-0879,3054-20,Milwaukee,Milwaukee Accessory,nan,12 1/2 in,nan,
PROD-0880,DCF513EB,DEWALT,Black & Decker/dewlt,nan,3/8 in,nan,
PROD-0881,XVP01Z,Makita,Makita Usa Inc,nan,3 in,nan,
PROD-0882,DCM200B,DEWALT,Black & Decker/dewlt,nan,1/2 in x 18 in,nan,
PROD-0883,DCG410B,DEWALT,Black & Decker/dewlt,nan,4-1/2 in,nan,
PROD-0884,DCG460B,DEWALT,Black & Decker/dewlt,nan,9 in,nan,
PROD-0885,DCG402B,DEWALT,Black & Decker/dewlt,nan,4.5 in,nan,
PROD-0886,3485-20,Milwaukee,Milwaukee Accessory,Grinding Wheels,12 1/4 in,nan,
PROD-0887,DCG420B,DEWALT,Black & Decker/dewlt,nan,nan,nan,
PROD-0888,DCG422B,DEWALT,Black & Decker/dewlt,nan,nan,nan,
PROD-0889,924422,nan,nan,nan,nan,nan,
PROD-0890,DCW620B,DEWALT,Black & Decker/dewlt,Lumber & Structural Panels,nan,nan,
PROD-0891,2535-20,Milwaukee,Milwaukee Accessory,Tool Accessories & Attachments,3 in,nan,
PROD-0892,2837-20,Milwaukee,Milwaukee Accessory,Tool Accessories & Attachments,5 in,nan,
PROD-0893,577728,Festool,Festool USA,nan,nan,nan,
PROD-0894,577738,Festool,Festool USA,nan,nan,nan,
PROD-0895,KPTRS500A,Kreg,Kreg Tool Company,nan,5 in,nan,
PROD-0896,24-35M-320,nan,Mirka Abrasives Inc,Abrasives & Cutting Accessories,3.2 in x 5.2 in,nan,
PROD-0897,9A-129-120,Abranet,Mirka Abrasives Inc,Abrasive Sanding Discs,nan,nan,
PROD-0898,578800,Festool,Festool USA,nan,nan,nan,
PROD-0899,578801,Festool,Festool USA,nan,nan,nan,
PROD-0900,578802,Festool,Festool USA,nan,nan,nan,
PROD-0901,578808,Festool,Festool USA,nan,nan,nan,
PROD-0902,578809,Festool,Festool USA,nan,nan,nan,
PROD-0903,578810,Festool,Festool USA,nan,nan,nan,
PROD-0904,578811,Festool,Festool USA,nan,nan,nan,
PROD-0905,578192,Festool,Festool USA,Abrasive Belts,nan,nan,
PROD-0906,578806,Festool,Festool USA,nan,nan,nan,Zirconia
PROD-0907,D0860X,Diablo,Freud Inc,Saw & Tile Blades,8-1/4 in,nan,
PROD-0908,48-40-0740,Milwaukee,Milwaukee Accessory,Circular Saws & Kits,7-1/4 in,nan,
PROD-0909,48-41-0740,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,nan,nan,
PROD-0910,A-96095,Makita,Makita Usa Inc,Saw & Tile Blades,5-7/8 in,nan,
PROD-0911,D0760UX,Diablo,Freud Inc,Circular Saws & Kits,7-1/4 in,nan,
PROD-0912,230.312.08,nan,CMT USA Inc,nan,nan,nan,
PROD-0913,D0708LF,Diablo,Freud Inc,Saw & Tile Blades,7-1/4 in x 8 in,nan,
PROD-0914,D1012LF,Diablo,Freud Inc,Saw & Tile Blades,3/4 in x 18 in,nan,
PROD-0915,D1216LF,Diablo,Freud Inc,Saw & Tile Blades,12 in,nan,
PROD-0916,DWA47421,DEWALT,Black & Decker/dewlt,Saw & Tile Blades,14 in,nan,
PROD-0917,DWA4769,DEWALT,Black & Decker/dewlt,Saw & Tile Blades,10 in,nan,
PROD-0918,49-93-9204,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,4-1/2 in,nan,
PROD-0919,49-93-9207,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,7 in,nan,
PROD-0920,49-93-9210,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,10 in,nan,
PROD-0921,49-93-9202,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,4 in,nan,
PROD-0922,49-93-9205,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,5 in,nan,
PROD-0923,49-22-4702,Milwaukee,Milwaukee Accessory,nan,nan,13.0,
PROD-0924,DJT155HHM,Diablo,Freud Inc,Jig Saws,3-3/5 in,nan,
PROD-0925,790.82,nan,CMT USA Inc,Planers & Jointers,nan,2.0,
PROD-0926,794.321,nan,CMT USA Inc,Planers & Jointers,nan,3.0,
PROD-0927,49-22-5641,Milwaukee,Milwaukee Accessory,Saw & Tile Blades,nan,15.0,
PROD-0928,D0604TSH,Diablo,Freud Inc,Saw & Tile Blades,6-1/2 in,nan,
PROD-0929,D0620TSR,Diablo,Freud Inc,Saw & Tile Blades,6-1/2 in,nan,
PROD-0930,D0648TSF,Diablo,Freud Inc,Saw & Tile Blades,6-1/2 in,nan,
PROD-0931,D0652TSL,Diablo,Freud Inc,Saw & Tile Blades,6-1/2 in,nan,
PROD-0932,JT1-549,nan,JPW Industries,nan,18 in,nan,
PROD-0933,JT1-1371,nan,JPW Industries,nan,14 in,nan,
PROD-0934,JT9-714400K,nan,JPW Industries,nan,14 in,nan,
PROD-0935,2834-21HD,Milwaukee,Milwaukee Accessory,Circular Saws & Kits,7-1/4 in,nan,
PROD-0936,DCS383B,DEWALT,Black & Decker/dewlt,Circular Saws & Kits,7-1/4 in,nan,
PROD-0937,DCS590B,DEWALT,Black & Decker/dewlt,Circular Saws & Kits,7-1/4 in,nan,
PROD-0938,KPTCS725A,Kreg,Kreg Tool Company,Circular Saws & Kits,7-1/4 in,nan,
PROD-0939,KPTCS450A,Kreg,Kreg Tool Company,Circular Saws & Kits,4-1/2 in,nan,
PROD-0940,2545-20,Milwaukee,Milwaukee Accessory,Jig Saws,nan,nan,
PROD-0941,KPTJS100A,Kreg,Kreg Tool Company,Jig Saws,nan,nan,
PROD-0942,DCS714B,DEWALT,Black & Decker/dewlt,Power Saws,10 in,nan,
PROD-0943,DCS785B,DEWALT,Black & Decker/dewlt,Power Saws,12 in,nan,
PROD-0944,GSL02M1,Makita,Makita Usa Inc,Power Saws,8-1/2 in,nan,
PROD-0945,DW7029,DEWALT,Black & Decker/dewlt,Power Saws,nan,nan,
PROD-0946,DCS384B,DEWALT,Black & Decker/dewlt,nan,nan,nan,
PROD-0947,XRJ08Z,Makita,Makita Usa Inc,Power Saws,nan,nan,
PROD-0948,G0771Z,Grizzly,Woodstock Intl,Power Saws,30 in,nan,
PROD-0949,TS1017,Dremel,Robt Bosch Tool Corp,Power Saws,nan,nan,
PROD-0950,XT524,nan,Bow Products,Railing & Fence Kits,24 in,nan,
PROD-0951,XT536,nan,Bow Products,Railing & Fence Kits,36 in,nan,
PROD-0952,XT546,nan,Bow Products,Railing & Fence Kits,46 in,nan,
PROD-0953,XTP235,nan,Bow Products,Railing & Fence Kits,35 in,nan,
PROD-0954,TGP2-FA,nan,Saw Stop LLC,Railing & Fence Kits,nan,nan,
PROD-0955,ATGI-FA,nan,Saw Stop LLC,Railing & Fence Kits,nan,nan,
PROD-0956,ATGP-FA,nan,Saw Stop LLC,Railing & Fence Kits,nan,nan,
PROD-0957,TGI2-FA,nan,Saw Stop LLC,Railing & Fence Kits,nan,nan,
PROD-0958,TGI2-T36A,nan,Saw Stop LLC,nan,36 in,nan,
PROD-0959,KPTBPS100A,Kreg,Kreg Tool Company,nan,6-1/2 in,nan,
PROD-0960,DCB606C,DEWALT,Black & Decker/dewlt,Lumber & Structural Panels,nan,nan,
PROD-0961,BL1850BDC1,Makita,Makita Usa Inc,"Building, Decking & Railing Materials",nan,nan,
PROD-0962,DCB205C,DEWALT,Black & Decker/dewlt,Lumber & Structural Panels,nan,nan,
PROD-0963,DCB2108,DEWALT,Black & Decker/dewlt,Batteries & Chargers,nan,nan,
PROD-0964,DCB2108-2,DEWALT,Black & Decker/dewlt,Batteries & Chargers,nan,2.0,
PROD-0965,VB0212,nan,Senco Products Inc,Batteries & Chargers,nan,nan,
PROD-0966,BCB2A20A,Kreg,Kreg Tool Company,Batteries & Chargers,nan,nan,
PROD-0967,BATT4A,Kreg,Kreg Tool Company,Batteries & Chargers,nan,nan,
PROD-0968,BATT2A,Kreg,Kreg Tool Company,Batteries & Chargers,nan,nan,
PROD-0969,BL1850BDC2X1,Makita,Makita Usa Inc,nan,nan,nan,
PROD-0970,48-11-2422,Milwaukee,Milwaukee Accessory,Batteries & Chargers,nan,nan,
PROD-0971,DCB1104,DEWALT,Black & Decker/dewlt,Batteries & Chargers,nan,nan,
PROD-0972,48-59-1804,Milwaukee,Milwaukee Accessory,Batteries & Chargers,nan,nan,
PROD-0973,CRGR401A,Kreg,Kreg Tool Company,Batteries & Chargers,nan,nan,
PROD-0974,48-59-1211,Milwaukee,Milwaukee Accessory,Batteries & Chargers,nan,nan,
PROD-0975,2847-20,Milwaukee,Milwaukee Accessory,Batteries & Chargers,nan,nan,
PROD-0976,DWV9401,DEWALT,Black & Decker/dewlt,nan,nan,5.0,
PROD-0977,578512,Festool,Festool USA,Dust Extractors,nan,nan,
PROD-0978,577871,Festool,Festool USA,Dust Extractors,nan,nan,
PROD-0979,577874,Festool,Festool USA,Dust Extractors,nan,nan,
PROD-0980,577876,Festool,Festool USA,Dust Extractors,nan,nan,
PROD-0981,578441,Festool,Festool USA,Dust Extractors,nan,nan,
PROD-0982,DCK225D2,DEWALT,Black & Decker/dewlt,Impact Drivers & Nailers,nan,nan,
PROD-0983,DCK2101QQ2,DEWALT,Black & Decker/dewlt,nan,nan,2.0,
PROD-0984,4000-2/32,Dremel,Robt Bosch Tool Corp,Rotary Tools,nan,nan,
PROD-0985,3100-1/15,Dremel,Robt Bosch Tool Corp,Rotary Tools,nan,15.0,
PROD-0986,T-90043,Makita,Makita Usa Inc,Tool Organizers & Boxes,nan,nan,
PROD-0987,T-90059,Makita,Makita Usa Inc,Tool Organizers & Boxes,nan,nan,
PROD-0988,T-90065,Makita,Makita Usa Inc,Tool Organizers & Boxes,nan,nan,
PROD-0989,10047VS,Oliver,Oliver Machinery Company,Planers & Jointers,nan,nan,
PROD-0990,MAG:2044-230-1,Steff,J&G Machinery,Planers & Jointers,nan,nan,
PROD-0991,XTP242,nan,Bow Products,Railing & Fence Kits,42 in,nan,
PROD-0992,AAS-P,nan,Woodpeckers Inc,Lumber & Building Supplies,nan,nan,
PROD-0993,SSCMS,nan,Woodpeckers Inc,Planers & Jointers,nan,nan,
PROD-0994,4225.201,Oliver,Oliver Machinery Company,Planers & Jointers,6 in,nan,
PROD-0995,KC-426C,nan,King Canada Inc,Planers & Jointers,12 in,nan,
PROD-0996,10045.201,Oliver,Oliver Machinery Company,Planers & Jointers,13 in,nan,
PROD-0997,10014.201,Oliver,Oliver Machinery Company,Planers & Jointers,15 in,nan,
PROD-0998,4430.201,Oliver,Oliver Machinery Company,Planers & Jointers,20 in,nan,
PROD-0999,10055.201,Oliver,Oliver Machinery Company,Planers & Jointers,15 in,nan,
PROD-1000,T27417,Grizzly,Woodstock Intl,nan,nan,nan,
